farmer_id,supplier_id,registration_date,cooperative_name
4241,4241,2018-09-05,Enugu Farmers Cooperative
4242,4242,2025-12-06,
4243,4243,2016-10-21,Nakuru Farmers Cooperative
4244,4244,2016-05-04,
4245,4245,2015-05-17,Ibadan Farmers Cooperative
4246,4246,2016-09-04,Ibadan Farmers Cooperative
4247,4247,2023-03-01,Nakuru Farmers Cooperative
4248,4248,2017-01-03,
4249,4249,2021-07-23,
4250,4250,2016-08-30,Ibadan Farmers Cooperative
4251,4251,2024-06-10,Benue Farmers Cooperative
4252,4252,2019-03-04,Enugu Farmers Cooperative
4253,4253,2021-08-15,Ibadan Farmers Cooperative
4254,4254,2024-10-03,Kaduna Farmers Cooperative
4255,4255,2016-10-22,Enugu Farmers Cooperative
4256,4256,2024-07-02,Kumasi Farmers Cooperative
4257,4257,2017-10-31,Ibadan Farmers Cooperative
4258,4258,2023-04-09,
4259,4259,2015-09-01,Ibadan Farmers Cooperative
4260,4260,2017-05-18,
4261,4261,2016-01-20,Uyo Farmers Cooperative
4262,4262,2021-09-01,Kumasi Farmers Cooperative
4263,4263,2020-04-08,
4264,4264,2020-04-22,Kaduna Farmers Cooperative
4265,4265,2021-11-18,
4266,4266,2017-01-21,Kumasi Farmers Cooperative
4267,4267,2024-05-01,Ibadan Farmers Cooperative
4268,4268,2019-11-12,
4269,4269,2016-09-07,Uyo Farmers Cooperative
4270,4270,2024-02-23,Kaduna Farmers Cooperative
4271,4271,2017-05-09,
4272,4272,2025-12-10,Benue Farmers Cooperative
4273,4273,2015-02-20,Nakuru Farmers Cooperative
4274,4274,2016-11-06,Enugu Farmers Cooperative
4275,4275,2016-02-06,Benue Farmers Cooperative
4276,4276,2021-02-09,Ibadan Farmers Cooperative
4277,4277,2015-05-28,Enugu Farmers Cooperative
4278,4278,2020-07-26,
4279,4279,2017-05-31,
4280,4280,2024-06-24,Uyo Farmers Cooperative
4281,4281,2024-02-15,Kumasi Farmers Cooperative
4282,4282,2015-04-30,Enugu Farmers Cooperative
4283,4283,2021-04-01,
4284,4284,2016-04-24,Uyo Farmers Cooperative
4285,4285,2015-06-06,
4286,4286,2025-12-22,Benue Farmers Cooperative
4287,4287,2023-04-22,Benue Farmers Cooperative
4288,4288,2017-01-18,
4289,4289,2019-10-06,Ibadan Farmers Cooperative
4290,4290,2025-12-27,
4291,4291,2019-06-10,
4292,4292,2016-06-15,Kaduna Farmers Cooperative
4293,4293,2022-05-15,
4294,4294,2017-10-16,Nakuru Farmers Cooperative
4295,4295,2017-03-23,Ibadan Farmers Cooperative
4296,4296,2021-07-17,
4297,4297,2015-10-12,Kaduna Farmers Cooperative
4298,4298,2025-12-13,Ibadan Farmers Cooperative
4299,4299,2015-08-19,Benue Farmers Cooperative
4300,4300,2015-05-30,
4301,4301,2019-07-17,Benue Farmers Cooperative
4302,4302,2022-09-17,
4303,4303,2024-06-18,
4304,4304,2023-10-05,
4305,4305,2017-06-22,Ibadan Farmers Cooperative
4306,4306,2022-05-27,Enugu Farmers Cooperative
4307,4307,2022-01-27,Kumasi Farmers Cooperative
4308,4308,2023-04-02,Benue Farmers Cooperative
4309,4309,2020-06-28,
4310,4310,2015-07-27,
4311,4311,2023-10-20,Kumasi Farmers Cooperative
4312,4312,2016-01-27,Ibadan Farmers Cooperative
4313,4313,2026-04-05,Enugu Farmers Cooperative
4314,4314,2024-06-29,Kumasi Farmers Cooperative
4315,4315,2025-09-08,Enugu Farmers Cooperative
4316,4316,2017-07-24,
4317,4317,2015-08-27,Nakuru Farmers Cooperative
4318,4318,2019-10-14,Uyo Farmers Cooperative
4319,4319,2026-01-27,Benue Farmers Cooperative
4320,4320,2019-01-30,Nakuru Farmers Cooperative
4321,4321,2024-11-04,Uyo Farmers Cooperative
4322,4322,2025-09-25,Enugu Farmers Cooperative
4323,4323,2025-04-06,
4324,4324,2020-08-18,
4325,4325,2023-09-19,Ibadan Farmers Cooperative
4326,4326,2026-05-12,
4327,4327,2020-08-23,Ibadan Farmers Cooperative
4328,4328,2025-02-14,Kaduna Farmers Cooperative
4329,4329,2021-12-03,Kumasi Farmers Cooperative
4330,4330,2018-04-23,
4331,4331,2026-01-24,Ibadan Farmers Cooperative
4332,4332,2015-02-12,Kaduna Farmers Cooperative
4333,4333,2024-08-22,Nakuru Farmers Cooperative
4334,4334,2017-02-15,
4335,4335,2020-02-14,Ibadan Farmers Cooperative
4336,4336,2020-09-04,Kumasi Farmers Cooperative
4337,4337,2022-08-03,
4338,4338,2017-01-25,Nakuru Farmers Cooperative
4339,4339,2021-07-04,Benue Farmers Cooperative
4340,4340,2021-12-16,Kaduna Farmers Cooperative
4341,4341,2022-03-30,
4342,4342,2016-08-17,
4343,4343,2025-11-23,Ibadan Farmers Cooperative
4344,4344,2015-10-25,
4345,4345,2024-10-17,
4346,4346,2015-01-29,
4347,4347,2024-07-16,Ibadan Farmers Cooperative
4348,4348,2017-02-01,Ibadan Farmers Cooperative
4349,4349,2018-06-20,
4350,4350,2018-11-28,
4351,4351,2015-04-11,
4352,4352,2025-02-27,Kumasi Farmers Cooperative
4353,4353,2020-08-04,Ibadan Farmers Cooperative
4354,4354,2021-11-17,
4355,4355,2017-12-08,
4356,4356,2023-11-15,Ibadan Farmers Cooperative
4357,4357,2022-08-07,Nakuru Farmers Cooperative
4358,4358,2019-01-06,
4359,4359,2023-06-18,Benue Farmers Cooperative
4360,4360,2026-02-06,Uyo Farmers Cooperative
4361,4361,2018-08-11,Enugu Farmers Cooperative
4362,4362,2023-12-27,Kaduna Farmers Cooperative
4363,4363,2019-11-14,Benue Farmers Cooperative
4364,4364,2018-12-09,
4365,4365,2015-06-11,
4366,4366,2023-02-07,Kaduna Farmers Cooperative
4367,4367,2023-09-07,Kaduna Farmers Cooperative
4368,4368,2024-09-16,Benue Farmers Cooperative
4369,4369,2017-11-17,Benue Farmers Cooperative
4370,4370,2015-10-23,
4371,4371,2015-06-17,
4372,4372,2019-04-13,
4373,4373,2016-07-19,Nakuru Farmers Cooperative
4374,4374,2021-07-23,Uyo Farmers Cooperative
4375,4375,2021-09-27,Nakuru Farmers Cooperative
4376,4376,2022-08-31,
4377,4377,2018-06-17,
4378,4378,2023-02-28,Ibadan Farmers Cooperative
4379,4379,2016-11-17,Kumasi Farmers Cooperative
4380,4380,2016-08-16,
4381,4381,2025-06-08,Enugu Farmers Cooperative
4382,4382,2024-01-14,Enugu Farmers Cooperative
4383,4383,2025-09-14,Ibadan Farmers Cooperative
4384,4384,2020-04-01,Ibadan Farmers Cooperative
4385,4385,2022-05-16,
4386,4386,2021-04-11,Benue Farmers Cooperative
4387,4387,2020-04-27,
4388,4388,2021-08-06,Uyo Farmers Cooperative
4389,4389,2020-12-03,Uyo Farmers Cooperative
4390,4390,2016-07-02,
4391,4391,2023-02-03,
4392,4392,2016-06-24,Enugu Farmers Cooperative
4393,4393,2016-11-23,Kumasi Farmers Cooperative
4394,4394,2019-01-18,Benue Farmers Cooperative
4395,4395,2022-09-18,Ibadan Farmers Cooperative
4396,4396,2024-12-19,
4397,4397,2022-08-20,
4398,4398,2019-04-25,
4399,4399,2020-08-22,
4400,4400,2018-09-22,
4401,4401,2026-03-30,
4402,4402,2019-09-01,
4403,4403,2022-01-14,Benue Farmers Cooperative
4404,4404,2019-02-06,Kaduna Farmers Cooperative
4405,4405,2017-07-10,Benue Farmers Cooperative
4406,4406,2025-01-31,
4407,4407,2020-09-24,Kumasi Farmers Cooperative
4408,4408,2026-05-04,Nakuru Farmers Cooperative
4409,4409,2020-01-03,Kaduna Farmers Cooperative
4410,4410,2024-12-25,Kumasi Farmers Cooperative
4411,4411,2015-11-04,Nakuru Farmers Cooperative
4412,4412,2019-09-17,Benue Farmers Cooperative
4413,4413,2021-01-30,Nakuru Farmers Cooperative
4414,4414,2020-05-07,Uyo Farmers Cooperative
4415,4415,2015-08-08,Nakuru Farmers Cooperative
4416,4416,2017-10-18,
4417,4417,2021-07-12,Nakuru Farmers Cooperative
4418,4418,2017-03-24,
4419,4419,2021-06-11,Kaduna Farmers Cooperative
4420,4420,2019-03-18,Benue Farmers Cooperative
4421,4421,2024-01-18,
4422,4422,2022-01-21,
4423,4423,2024-11-06,Kaduna Farmers Cooperative
4424,4424,2019-03-31,Nakuru Farmers Cooperative
4425,4425,2017-11-02,
4426,4426,2020-04-17,
4427,4427,2017-01-02,Uyo Farmers Cooperative
4428,4428,2026-06-26,Nakuru Farmers Cooperative
4429,4429,2022-04-14,
4430,4430,2025-07-02,Kaduna Farmers Cooperative
4431,4431,2016-07-22,Ibadan Farmers Cooperative
4432,4432,2017-11-30,
4433,4433,2020-04-26,
4434,4434,2022-08-12,
4435,4435,2021-09-02,Kumasi Farmers Cooperative
4436,4436,2018-03-01,Ibadan Farmers Cooperative
4437,4437,2022-01-01,Kumasi Farmers Cooperative
4438,4438,2016-05-28,Kumasi Farmers Cooperative
4439,4439,2022-07-08,Uyo Farmers Cooperative
4440,4440,2024-03-26,Ibadan Farmers Cooperative
4441,4441,2019-01-16,Benue Farmers Cooperative
4442,4442,2020-07-09,Benue Farmers Cooperative
4443,4443,2017-02-01,Kaduna Farmers Cooperative
4444,4444,2017-08-21,
4445,4445,2023-10-24,Ibadan Farmers Cooperative
4446,4446,2024-12-06,
4447,4447,2016-11-22,Nakuru Farmers Cooperative
4448,4448,2026-01-24,Ibadan Farmers Cooperative
4449,4449,2017-05-26,Enugu Farmers Cooperative
4450,4450,2017-06-04,Enugu Farmers Cooperative
4451,4451,2018-11-05,Ibadan Farmers Cooperative
4452,4452,2023-02-06,Benue Farmers Cooperative
4453,4453,2025-10-13,Kaduna Farmers Cooperative
4454,4454,2015-10-24,
4455,4455,2018-05-15,Enugu Farmers Cooperative
4456,4456,2025-08-30,
4457,4457,2021-05-04,Nakuru Farmers Cooperative
4458,4458,2025-03-18,
4459,4459,2015-06-01,
4460,4460,2015-02-25,Kumasi Farmers Cooperative
4461,4461,2023-08-15,Ibadan Farmers Cooperative
4462,4462,2026-01-13,Nakuru Farmers Cooperative
4463,4463,2025-08-13,Benue Farmers Cooperative
4464,4464,2016-09-07,Uyo Farmers Cooperative
4465,4465,2020-08-23,Kumasi Farmers Cooperative
4466,4466,2020-05-13,
4467,4467,2017-07-09,Uyo Farmers Cooperative
4468,4468,2020-02-20,Kaduna Farmers Cooperative
4469,4469,2016-07-05,
4470,4470,2017-04-18,Kaduna Farmers Cooperative
4471,4471,2025-01-12,Benue Farmers Cooperative
4472,4472,2019-08-07,
4473,4473,2018-10-05,Kaduna Farmers Cooperative
4474,4474,2016-04-14,Nakuru Farmers Cooperative
4475,4475,2026-05-02,Enugu Farmers Cooperative
4476,4476,2020-10-05,Nakuru Farmers Cooperative
4477,4477,2024-01-05,Kumasi Farmers Cooperative
4478,4478,2015-07-15,Nakuru Farmers Cooperative
4479,4479,2020-03-19,
4480,4480,2021-09-26,Kumasi Farmers Cooperative
4481,4481,2018-08-04,Kaduna Farmers Cooperative
4482,4482,2015-02-04,Nakuru Farmers Cooperative
4483,4483,2019-03-09,
4484,4484,2015-12-24,Ibadan Farmers Cooperative
4485,4485,2021-04-01,Nakuru Farmers Cooperative
4486,4486,2022-08-04,Kaduna Farmers Cooperative
4487,4487,2023-02-09,Enugu Farmers Cooperative
4488,4488,2025-05-08,Benue Farmers Cooperative
4489,4489,2016-12-31,Ibadan Farmers Cooperative
4490,4490,2020-09-02,Kaduna Farmers Cooperative
4491,4491,2021-08-05,Kumasi Farmers Cooperative
4492,4492,2017-12-14,Kaduna Farmers Cooperative
4493,4493,2016-11-18,Uyo Farmers Cooperative
4494,4494,2019-03-30,Kaduna Farmers Cooperative
4495,4495,2015-04-17,Ibadan Farmers Cooperative
4496,4496,2024-05-06,
4497,4497,2024-09-04,
4498,4498,2016-08-10,Kaduna Farmers Cooperative
4499,4499,2018-01-04,Kaduna Farmers Cooperative
4500,4500,2018-06-10,
4501,4501,2024-01-11,Ibadan Farmers Cooperative
4502,4502,2022-08-19,
4503,4503,2015-04-21,
4504,4504,2019-10-29,Kumasi Farmers Cooperative
4505,4505,2018-06-05,Uyo Farmers Cooperative
4506,4506,2024-11-19,Kumasi Farmers Cooperative
4507,4507,2018-03-03,Ibadan Farmers Cooperative
4508,4508,2023-09-23,Ibadan Farmers Cooperative
4509,4509,2017-08-31,
4510,4510,2019-06-10,Kumasi Farmers Cooperative
4511,4511,2020-08-24,Benue Farmers Cooperative
4512,4512,2025-08-01,
4513,4513,2021-08-01,Uyo Farmers Cooperative
4514,4514,2020-11-06,Nakuru Farmers Cooperative
4515,4515,2022-05-25,
4516,4516,2016-11-25,Uyo Farmers Cooperative
4517,4517,2020-06-01,Ibadan Farmers Cooperative
4518,4518,2024-04-24,Benue Farmers Cooperative
4519,4519,2018-09-03,Enugu Farmers Cooperative
4520,4520,2019-01-21,
4521,4521,2015-10-24,
4522,4522,2026-03-17,Benue Farmers Cooperative
4523,4523,2015-03-07,Benue Farmers Cooperative
4524,4524,2019-07-27,Nakuru Farmers Cooperative
4525,4525,2020-01-24,
4526,4526,2017-01-08,Kumasi Farmers Cooperative
4527,4527,2021-01-10,Ibadan Farmers Cooperative
4528,4528,2021-02-07,
4529,4529,2023-06-02,Kaduna Farmers Cooperative
4530,4530,2026-04-16,Uyo Farmers Cooperative
4531,4531,2015-05-31,
4532,4532,2016-08-17,
4533,4533,2025-05-19,Nakuru Farmers Cooperative
4534,4534,2020-01-20,Ibadan Farmers Cooperative
4535,4535,2025-05-25,Uyo Farmers Cooperative
4536,4536,2025-05-24,Benue Farmers Cooperative
4537,4537,2015-10-06,Ibadan Farmers Cooperative
4538,4538,2020-11-28,Uyo Farmers Cooperative
4539,4539,2023-02-20,Benue Farmers Cooperative
4540,4540,2017-12-07,
4541,4541,2023-07-30,Kumasi Farmers Cooperative
4542,4542,2015-04-14,Enugu Farmers Cooperative
4543,4543,2017-11-09,Uyo Farmers Cooperative
4544,4544,2020-06-26,
4545,4545,2021-12-18,Enugu Farmers Cooperative
4546,4546,2021-01-09,Kumasi Farmers Cooperative
4547,4547,2020-08-05,Nakuru Farmers Cooperative
4548,4548,2015-04-30,Uyo Farmers Cooperative
4549,4549,2019-11-30,Kaduna Farmers Cooperative
4550,4550,2021-08-15,Nakuru Farmers Cooperative
4551,4551,2026-05-07,
4552,4552,2023-02-12,
4553,4553,2022-11-13,Benue Farmers Cooperative
4554,4554,2021-02-02,Kumasi Farmers Cooperative
4555,4555,2018-04-12,Kumasi Farmers Cooperative
4556,4556,2020-05-22,
4557,4557,2024-02-03,Benue Farmers Cooperative
4558,4558,2026-01-03,Enugu Farmers Cooperative
4559,4559,2020-08-24,Uyo Farmers Cooperative
4560,4560,2020-05-07,Ibadan Farmers Cooperative
4561,4561,2020-09-27,Benue Farmers Cooperative
4562,4562,2024-05-31,Kumasi Farmers Cooperative
4563,4563,2025-11-26,Benue Farmers Cooperative
4564,4564,2015-11-20,Uyo Farmers Cooperative
4565,4565,2019-09-13,Nakuru Farmers Cooperative
4566,4566,2020-01-31,
4567,4567,2020-12-20,
4568,4568,2016-11-16,
4569,4569,2024-05-08,Uyo Farmers Cooperative
4570,4570,2019-08-30,
4571,4571,2025-05-24,
4572,4572,2017-12-14,
4573,4573,2020-07-01,Kumasi Farmers Cooperative
4574,4574,2021-03-27,Kaduna Farmers Cooperative
4575,4575,2023-01-12,Uyo Farmers Cooperative
4576,4576,2019-09-01,
4577,4577,2024-07-04,Ibadan Farmers Cooperative
4578,4578,2021-11-25,Kumasi Farmers Cooperative
4579,4579,2024-03-19,
4580,4580,2019-01-04,Ibadan Farmers Cooperative
4581,4581,2018-03-08,
4582,4582,2023-09-22,
4583,4583,2022-01-10,
4584,4584,2024-03-29,Nakuru Farmers Cooperative
4585,4585,2023-08-10,
4586,4586,2015-10-23,Ibadan Farmers Cooperative
4587,4587,2023-08-06,
4588,4588,2026-03-20,
4589,4589,2016-10-14,Kumasi Farmers Cooperative
4590,4590,2015-01-24,Enugu Farmers Cooperative
4591,4591,2022-12-23,
4592,4592,2021-04-23,
4593,4593,2019-11-29,
4594,4594,2018-01-14,Kaduna Farmers Cooperative
4595,4595,2018-07-14,Kaduna Farmers Cooperative
4596,4596,2017-01-02,Kumasi Farmers Cooperative
4597,4597,2023-03-26,Uyo Farmers Cooperative
4598,4598,2023-03-01,Kumasi Farmers Cooperative
4599,4599,2025-12-12,Benue Farmers Cooperative
4600,4600,2018-09-09,
4601,4601,2020-09-18,
4602,4602,2016-12-28,
4603,4603,2017-02-18,Ibadan Farmers Cooperative
4604,4604,2016-03-23,Nakuru Farmers Cooperative
4605,4605,2018-02-28,
4606,4606,2024-01-27,Uyo Farmers Cooperative
4607,4607,2019-06-10,Kumasi Farmers Cooperative
4608,4608,2021-12-22,Kumasi Farmers Cooperative
4609,4609,2025-10-19,Ibadan Farmers Cooperative
4610,4610,2019-05-16,
4611,4611,2022-07-20,
4612,4612,2024-08-17,Uyo Farmers Cooperative
4613,4613,2019-10-07,
4614,4614,2017-12-21,
4615,4615,2025-02-13,Kumasi Farmers Cooperative
4616,4616,2024-09-11,Benue Farmers Cooperative
4617,4617,2015-04-04,Ibadan Farmers Cooperative
4618,4618,2023-12-15,
4619,4619,2025-10-06,Uyo Farmers Cooperative
4620,4620,2015-02-26,
4621,4621,2022-01-02,Kaduna Farmers Cooperative
4622,4622,2016-05-28,Uyo Farmers Cooperative
4623,4623,2025-09-07,
4624,4624,2025-01-08,
4625,4625,2023-01-01,Ibadan Farmers Cooperative
4626,4626,2019-04-29,Kaduna Farmers Cooperative
4627,4627,2018-03-09,
4628,4628,2022-06-25,Kaduna Farmers Cooperative
4629,4629,2018-05-29,Ibadan Farmers Cooperative
4630,4630,2024-02-06,Kumasi Farmers Cooperative
4631,4631,2024-01-29,
4632,4632,2023-11-21,
4633,4633,2025-06-14,Benue Farmers Cooperative
4634,4634,2023-09-01,Benue Farmers Cooperative
4635,4635,2022-12-21,
4636,4636,2023-01-08,
4637,4637,2016-06-07,
4638,4638,2018-06-14,
4639,4639,2026-03-09,
4640,4640,2018-04-04,
4641,4641,2019-03-25,Enugu Farmers Cooperative
4642,4642,2018-02-09,Kumasi Farmers Cooperative
4643,4643,2016-01-22,Enugu Farmers Cooperative
4644,4644,2025-07-04,Enugu Farmers Cooperative
4645,4645,2019-11-07,Enugu Farmers Cooperative
4646,4646,2020-09-20,Kumasi Farmers Cooperative
4647,4647,2017-09-01,
4648,4648,2024-05-08,Nakuru Farmers Cooperative
4649,4649,2020-03-03,Kaduna Farmers Cooperative
4650,4650,2023-12-28,Enugu Farmers Cooperative
4651,4651,2020-05-15,
4652,4652,2016-05-18,Benue Farmers Cooperative
4653,4653,2025-01-01,Nakuru Farmers Cooperative
4654,4654,2025-01-01,
4655,4655,2017-06-08,Benue Farmers Cooperative
4656,4656,2025-12-19,Kaduna Farmers Cooperative
4657,4657,2017-11-01,Enugu Farmers Cooperative
4658,4658,2016-01-01,Kumasi Farmers Cooperative
4659,4659,2023-11-10,
4660,4660,2022-10-30,
4661,4661,2022-08-22,
4662,4662,2023-08-20,Uyo Farmers Cooperative
4663,4663,2025-05-08,Kaduna Farmers Cooperative
4664,4664,2016-06-10,Kaduna Farmers Cooperative
4665,4665,2021-12-23,Nakuru Farmers Cooperative
4666,4666,2015-11-24,
4667,4667,2015-03-27,Benue Farmers Cooperative
4668,4668,2023-08-25,
4669,4669,2024-12-13,
4670,4670,2020-05-09,Kaduna Farmers Cooperative
4671,4671,2015-02-16,Nakuru Farmers Cooperative
4672,4672,2019-09-17,Benue Farmers Cooperative
4673,4673,2019-12-14,Nakuru Farmers Cooperative
4674,4674,2023-08-02,Kumasi Farmers Cooperative
4675,4675,2017-01-12,Kaduna Farmers Cooperative
4676,4676,2018-04-21,
4677,4677,2016-02-17,
4678,4678,2024-01-18,
4679,4679,2025-03-26,Uyo Farmers Cooperative
4680,4680,2016-02-18,Kaduna Farmers Cooperative
4681,4681,2020-10-23,Benue Farmers Cooperative
4682,4682,2021-04-20,Enugu Farmers Cooperative
4683,4683,2016-02-17,Ibadan Farmers Cooperative
4684,4684,2023-08-12,
4685,4685,2023-10-07,Benue Farmers Cooperative
4686,4686,2021-04-29,
4687,4687,2024-07-17,
4688,4688,2019-08-29,
4689,4689,2018-05-11,
4690,4690,2019-04-01,Kumasi Farmers Cooperative
4691,4691,2016-05-29,Enugu Farmers Cooperative
4692,4692,2016-05-23,Enugu Farmers Cooperative
4693,4693,2020-08-13,
4694,4694,2016-07-13,Kumasi Farmers Cooperative
4695,4695,2018-02-24,
4696,4696,2024-10-21,Kumasi Farmers Cooperative
4697,4697,2022-04-18,Kaduna Farmers Cooperative
4698,4698,2017-05-02,
4699,4699,2021-02-23,Uyo Farmers Cooperative
4700,4700,2015-11-07,
4701,4701,2015-11-26,Benue Farmers Cooperative
4702,4702,2017-05-18,Kaduna Farmers Cooperative
4703,4703,2025-05-03,Enugu Farmers Cooperative
4704,4704,2015-01-06,
4705,4705,2017-09-10,
4706,4706,2018-12-15,Kaduna Farmers Cooperative
4707,4707,2026-02-06,Ibadan Farmers Cooperative
4708,4708,2016-07-21,Kaduna Farmers Cooperative
4709,4709,2020-03-15,Nakuru Farmers Cooperative
4710,4710,2023-08-02,
4711,4711,2017-04-11,
4712,4712,2020-07-23,Uyo Farmers Cooperative
4713,4713,2015-09-11,
4714,4714,2020-11-30,Benue Farmers Cooperative
4715,4715,2024-09-12,
4716,4716,2021-01-06,Kumasi Farmers Cooperative
4717,4717,2016-07-14,Kaduna Farmers Cooperative
4718,4718,2022-01-23,
4719,4719,2015-10-07,Kaduna Farmers Cooperative
4720,4720,2019-06-14,Ibadan Farmers Cooperative
4721,4721,2024-01-18,Enugu Farmers Cooperative
4722,4722,2024-11-19,Uyo Farmers Cooperative
4723,4723,2015-11-18,
4724,4724,2022-07-11,Uyo Farmers Cooperative
4725,4725,2026-06-15,Kumasi Farmers Cooperative
4726,4726,2016-09-30,Kaduna Farmers Cooperative
4727,4727,2016-09-02,
4728,4728,2015-10-15,Benue Farmers Cooperative
4729,4729,2016-12-16,Kumasi Farmers Cooperative
4730,4730,2021-04-07,Kaduna Farmers Cooperative
4731,4731,2016-11-17,Ibadan Farmers Cooperative
4732,4732,2017-10-25,
4733,4733,2019-04-04,Ibadan Farmers Cooperative
4734,4734,2022-09-27,Kaduna Farmers Cooperative
4735,4735,2023-11-16,Ibadan Farmers Cooperative
4736,4736,2022-07-09,Enugu Farmers Cooperative
4737,4737,2019-11-08,Kaduna Farmers Cooperative
4738,4738,2019-10-01,Kaduna Farmers Cooperative
4739,4739,2022-12-25,Enugu Farmers Cooperative
4740,4740,2022-06-18,Ibadan Farmers Cooperative
4741,4741,2024-08-29,
4742,4742,2024-06-22,
4743,4743,2018-10-17,Nakuru Farmers Cooperative
4744,4744,2016-10-07,Uyo Farmers Cooperative
4745,4745,2019-06-20,Uyo Farmers Cooperative
4746,4746,2018-09-01,Enugu Farmers Cooperative
4747,4747,2024-03-09,
4748,4748,2026-03-09,Kumasi Farmers Cooperative
4749,4749,2020-12-10,Uyo Farmers Cooperative
4750,4750,2025-09-21,
4751,4751,2019-01-17,
4752,4752,2021-06-21,Ibadan Farmers Cooperative
4753,4753,2019-10-07,
4754,4754,2019-09-20,
4755,4755,2022-12-01,Ibadan Farmers Cooperative
4756,4756,2016-12-12,Uyo Farmers Cooperative
4757,4757,2018-10-23,Benue Farmers Cooperative
4758,4758,2015-04-23,Kumasi Farmers Cooperative
4759,4759,2015-07-11,
4760,4760,2020-04-27,
4761,4761,2017-04-29,Enugu Farmers Cooperative
4762,4762,2022-11-29,Kumasi Farmers Cooperative
4763,4763,2025-02-18,
4764,4764,2022-12-31,Nakuru Farmers Cooperative
4765,4765,2020-04-06,Nakuru Farmers Cooperative
4766,4766,2016-06-04,
4767,4767,2024-06-28,
4768,4768,2016-10-09,
4769,4769,2016-03-02,Ibadan Farmers Cooperative
4770,4770,2018-01-24,Kumasi Farmers Cooperative
4771,4771,2024-12-09,Kumasi Farmers Cooperative
4772,4772,2025-07-03,Kaduna Farmers Cooperative
4773,4773,2016-12-25,
4774,4774,2017-05-25,
4775,4775,2024-12-27,Nakuru Farmers Cooperative
4776,4776,2022-01-30,Enugu Farmers Cooperative
4777,4777,2015-02-06,Enugu Farmers Cooperative
4778,4778,2025-11-04,
4779,4779,2024-12-25,
4780,4780,2022-01-10,
4781,4781,2017-12-20,Kaduna Farmers Cooperative
4782,4782,2021-11-08,Nakuru Farmers Cooperative
4783,4783,2016-04-08,Benue Farmers Cooperative
4784,4784,2023-03-13,
4785,4785,2018-01-06,
4786,4786,2016-09-19,Kaduna Farmers Cooperative
4787,4787,2016-08-29,Kumasi Farmers Cooperative
4788,4788,2025-04-14,Kumasi Farmers Cooperative
4789,4789,2021-10-27,Kaduna Farmers Cooperative
4790,4790,2015-07-29,Enugu Farmers Cooperative
4791,4791,2019-06-24,Kaduna Farmers Cooperative
4792,4792,2023-09-19,Kumasi Farmers Cooperative
4793,4793,2016-11-12,
4794,4794,2018-04-27,
4795,4795,2024-02-03,
4796,4796,2023-10-30,
4797,4797,2022-03-31,Kaduna Farmers Cooperative
4798,4798,2020-07-14,Nakuru Farmers Cooperative
4799,4799,2020-08-02,Kumasi Farmers Cooperative
4800,4800,2021-04-17,
4801,4801,2019-05-22,
4802,4802,2022-03-28,Uyo Farmers Cooperative
4803,4803,2022-02-18,
4804,4804,2021-08-18,Kaduna Farmers Cooperative
4805,4805,2024-04-05,Benue Farmers Cooperative
4806,4806,2024-11-23,
4807,4807,2016-08-03,
4808,4808,2024-06-11,Nakuru Farmers Cooperative
4809,4809,2021-05-03,Enugu Farmers Cooperative
4810,4810,2022-12-30,Ibadan Farmers Cooperative
4811,4811,2021-12-08,Kaduna Farmers Cooperative
4812,4812,2025-11-01,Nakuru Farmers Cooperative
4813,4813,2019-03-15,
4814,4814,2020-11-05,Kumasi Farmers Cooperative
4815,4815,2018-10-16,
4816,4816,2022-08-13,
4817,4817,2016-06-11,Uyo Farmers Cooperative
4818,4818,2025-08-10,Nakuru Farmers Cooperative
4819,4819,2019-09-12,Nakuru Farmers Cooperative
4820,4820,2022-04-20,Benue Farmers Cooperative
4821,4821,2023-05-22,Nakuru Farmers Cooperative
4822,4822,2017-03-23,Ibadan Farmers Cooperative
4823,4823,2026-01-22,Nakuru Farmers Cooperative
4824,4824,2023-11-02,Uyo Farmers Cooperative
4825,4825,2021-11-10,Benue Farmers Cooperative
4826,4826,2023-12-04,Uyo Farmers Cooperative
4827,4827,2019-10-04,Kumasi Farmers Cooperative
4828,4828,2024-05-15,Uyo Farmers Cooperative
4829,4829,2021-08-04,Enugu Farmers Cooperative
4830,4830,2018-10-29,
4831,4831,2025-11-29,Kumasi Farmers Cooperative
4832,4832,2023-11-08,Uyo Farmers Cooperative
4833,4833,2026-03-02,Ibadan Farmers Cooperative
4834,4834,2022-01-11,Enugu Farmers Cooperative
4835,4835,2018-01-14,Uyo Farmers Cooperative
4836,4836,2019-07-04,Kumasi Farmers Cooperative
4837,4837,2017-11-15,Nakuru Farmers Cooperative
4838,4838,2021-04-17,
4839,4839,2015-03-17,
4840,4840,2018-02-12,
4841,4841,2025-03-16,
4842,4842,2019-04-03,Kumasi Farmers Cooperative
4843,4843,2021-03-05,
4844,4844,2018-04-11,Ibadan Farmers Cooperative
4845,4845,2016-01-03,Nakuru Farmers Cooperative
4846,4846,2022-04-29,
4847,4847,2022-01-20,Enugu Farmers Cooperative
4848,4848,2018-09-18,
4849,4849,2016-09-24,Ibadan Farmers Cooperative
4850,4850,2025-09-03,Uyo Farmers Cooperative
4851,4851,2020-01-07,Nakuru Farmers Cooperative
4852,4852,2023-05-09,
4853,4853,2025-08-28,
